time,.gaze_point_3d.x,.gaze_point_3d.y,.gaze_point_3d.z,.norm_pos.x,.norm_pos.y,.norm_pos.z,.gaze_normals_3d_left.x,.gaze_normals_3d_left.y,.gaze_normals_3d_left.z,.gaze_normals_3d_right.x,.gaze_normals_3d_right.y,.gaze_normals_3d_right.z,.eye_centers_3d_left.x,.eye_centers_3d_left.y,.eye_centers_3d_left.z,.eye_centers_3d_right.x,.eye_centers_3d_right.y,.eye_centers_3d_right.z,.pupil_confidence,.calib_rotation,.label,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id
2023/03/01/16:57:49.565540,2191.6271384594374,-72.16209570047545,-7.427099406958034,0.5149625387813044,0.4443649882132411,0.0,0.9989123836950801,-0.020146379970328157,-0.042049650113937964,0.9989603245227152,-0.04293078782405552,0.01533680169649243,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.973948786181937,0.0,0,2,1677550512,509505987,gaze
2023/03/01/16:57:49.679627,904.1802264347028,-95.86408000649922,117.35322462578178,0.55950424350212,0.5893288659574215,0.0,0.9970974893188329,-0.043059494902595925,0.06278914470522454,0.9871591084417731,-0.1132221803640342,0.11268377209721772,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.99,0.0,0,2,1677550512,709496021,gaze
2023/03/01/16:57:51.685335,854.1735598550815,23.44992760664985,-5.487155295917471,0.4775090171438602,0.44102077284602814,0.0,0.995457567285708,0.07596813811002706,-0.057385309319685274,0.9999025555860056,-0.003948345480847909,-0.01338991786901328,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9702510000082907,0.0,0,2,1677550514,670774936,gaze
2023/03/01/16:57:51.961729,2139.1488808025697,-23.480495567672783,3.1454049840553227,0.5013507912065303,0.4497186906915476,0.0,0.999185577700425,0.03507275693560902,-0.019952018354139095,0.9999190855280966,0.0030663258062793783,0.012345851234505323,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550514,909487009,gaze
2023/03/01/16:57:52.576077,1014.0886503244192,36.70041026748827,8.569957487903013,0.4720951864729036,0.4574059785205804,0.0,0.9962714352664489,0.07688514291842369,-0.039139520571205205,0.9996880484202008,-0.0011646918776992143,0.024948934619353214,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.99,0.0,0,2,1677550515,496831893,gaze
2023/03/01/16:57:52.682755,1524.4424459053691,108.0685518567958,41.02590722990234,0.4506638758670888,0.4776792665373363,0.0,0.9964191739210986,0.08011212656419683,-0.027034737279236776,0.998134766640491,0.042419951680464786,0.04390370511653796,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550515,726294994,gaze
2023/03/01/16:57:52.878066,4844.970459034044,597.570612230269,24.766138585721006,0.4185325208241565,0.4536907713453273,0.0,0.9980888359741747,0.052071269380268514,-0.03327549261610238,0.9990825739394434,0.017952630120599333,0.038880760310076035,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9874657109205542,0.0,0,2,1677550515,901722908,gaze
2023/03/01/16:57:53.312625,7838.631797911528,-176.54380862886134,294.7433630650321,0.5085039112600898,0.4895027754374752,0.0,0.9938321830806959,0.1086214726481277,-0.022337581624030878,0.9977759734835241,-0.01989472268566747,0.06361844660368798,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.987283893967527,0.0,0,2,1677550516,261651992,gaze
2023/03/01/16:57:53.683411,29385.60838725776,-1145.936913509249,1300.4401912575884,0.5187013213419372,0.4967938952662083,0.0,0.9994197910948013,-0.030546897333367413,0.015065464856036853,0.9972735337077219,-0.03962816938076888,0.06225035869489429,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9413598702574475,0.0,0,2,1677550516,709323883,gaze
2023/03/01/16:57:55.170861,244.99665423033946,-105.29455473452764,-72.03866578792889,0.7329692043056371,0.1583822820189359,0.0,0.8701220106031259,-0.4653070336126074,-0.16241013248750652,0.9273256678216195,-0.3000716971141867,-0.22366064112892006,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9659786018077552,0.0,0,2,1677550517,943964004,gaze
2023/03/01/16:57:55.654625,195.1627711020758,-96.261384520825,-56.0917433073066,0.7627256906682639,0.17054480282754259,0.0,0.8302480928030563,-0.5280980506349043,-0.17832709640573824,0.9099765789486358,-0.36481708730126,-0.19710687095573942,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9364124735775488,0.0,0,2,1677550518,534451961,gaze
2023/03/01/16:57:55.800977,232.50799457399842,-90.17055272493903,-56.69416927702311,0.7147948457546858,0.20214400934058774,0.0,0.8462079463491907,-0.4968892286481583,-0.19244013611750346,0.9362395456171811,-0.31408133285774886,-0.15750691912685666,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.8,0.0,0,2,1677550518,745496988,gaze
2023/03/01/16:57:55.883972,1061.8392180589112,29.864717262232134,-40.78724990068334,0.4771038165745101,0.4058071050062755,0.0,0.997809548917607,0.0030598200951838517,-0.06608132557558724,0.9988786300910656,0.0460268869756982,-0.011090898192773258,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.995,0.0,0,2,1677550518,874047040,gaze
2023/03/01/16:57:56.479148,1239.3738823502995,28.433171556263506,74.96328088727842,0.4803304116312509,0.5146305101672877,0.0,0.9907852243913886,0.05850227016215262,0.122156143986213,0.9963622243757194,0.012180562639767023,0.08434424539259922,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.7041713744954905,0.0,0,2,1677550519,529406070,gaze
2023/03/01/16:57:56.682161,10642.710667329156,77.50104304121078,1229.4276820677078,0.49004912701369274,0.5746328949774282,0.0,0.9909869713055218,0.0219726397231053,0.13214395864475748,0.996205587854738,0.008222652214797371,0.08664187623516972,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.8,0.0,0,2,1677550519,674746036,gaze
2023/03/01/16:57:57.685973,1205.55425234821,43.288774319326556,103.4232157444942,0.4723453179653242,0.5422714793357708,0.0,0.9974495127754329,0.06087651020373171,0.03726284972283231,0.9950080780455062,0.019139117232523768,0.097941915520109,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9289159861227889,0.0,0,2,1677550520,659519910,gaze
2023/03/01/16:57:58.862593,1582.4479083642077,-51.67484908305073,113.24237411994915,0.51474727250951,0.52674360363018,0.0,0.9987839934024045,-0.01978237240758407,0.04515741650131749,0.9950291615943728,-0.04571982581242698,0.08846844129112141,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550521,682864904,gaze
2023/03/01/16:57:59.719483,960.9232121165251,119.34440119288664,99.16974791343578,0.4183788373781182,0.5604926914774304,0.0,0.9961337342026493,0.0726001464511519,0.0494651626779567,0.9785658303531392,0.11941197247745985,0.16777871287595963,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9495737244011089,0.0,0,2,1677550522,736712932,gaze
2023/03/01/16:57:59.891661,715.7989877844188,96.0710104921472,69.39457998857898,0.4122853369107494,0.5536161463988607,0.0,0.9935622503545078,0.08109414700145888,0.07910621968336151,0.9770255799283836,0.15456431229510137,0.1467340776041755,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550522,954539060,gaze
2023/03/01/16:58:00.587833,2475.7067572937117,194.55684358951822,177.74614890763849,0.446025215863085,0.5268139111413765,0.0,0.9958526761239015,0.08407736537355469,0.034762682415276136,0.9876904635738102,0.09928391909652899,0.1208728736077106,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550523,505366086,gaze
2023/03/01/16:58:00.764217,1119.8171056578158,59.99014572925948,58.20304357388632,0.4613804950974477,0.5052336169151803,0.0,0.9964633113123645,0.044905230877044455,0.07102386534311422,0.9938156790496223,0.059833182623958106,0.09354349967916711,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.94349851005245,0.0,0,2,1677550523,671788930,gaze
2023/03/01/16:58:00.885303,4263.993391152461,50.42586005377199,273.45843846369826,0.48721530809637664,0.5186403546468877,0.0,0.9988165860664429,0.013858757212242293,0.046619333404805396,0.9953126429117284,0.027301177915063847,0.09277601276472383,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9655455435786067,0.0,0,2,1677550523,869821071,gaze
2023/03/01/16:58:01.476053,211.09086712944855,-87.87643295636539,-61.35864495217686,0.7266542877269927,0.16025431120588673,0.0,0.8747092909198244,-0.45706368755527715,-0.16117208783443235,0.9276592932180535,-0.3161003548156289,-0.19881851370437012,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9633695673246024,0.0,0,2,1677550524,456629037,gaze
2023/03/01/16:58:01.685252,556.5830224470153,-181.37226157120205,-21.303598741191763,0.6874419201137488,0.4078455818858845,0.0,0.8627068755459536,-0.475376552846201,-0.17249341984493677,0.9320769702876887,-0.29893391670446157,-0.20462413079364092,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.880994219590477,0.0,0,2,1677550524,712210893,gaze
2023/03/01/16:58:02.596742,584.4047730854963,68.09240303958549,20.263441155537464,0.42272232729637443,0.4860529454969641,0.0,0.9993388566549436,0.03573441008028726,0.006700859333240994,0.994889843101528,0.045177037326876134,0.09029526782607883,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.945882287241971,0.0,0,2,1677550525,491763114,gaze
2023/03/01/16:58:02.681915,4649.411770724349,94.80672902126216,276.6804032826974,0.48190873575686427,0.5135636944928824,0.0,0.9976144037460571,0.039112677575081224,0.05688321273721225,0.9940986788735194,0.044236897675498044,0.0990500557595542,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.99,0.0,0,2,1677550525,703068017,gaze
2023/03/01/16:58:03.604821,1912.8056899940614,72.33198259836863,226.58148011321714,0.4712396347355792,0.5777270311631872,0.0,0.9901109267553995,0.016594587858976648,0.1393017314083168,0.9947518733336841,0.036588857454585066,0.09555085561780244,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.8,0.0,0,2,1677550526,530855894,gaze
2023/03/01/16:58:03.832017,2911.2381926889393,125.81491411068423,185.7667423573199,0.46779414217982734,0.5182315783733276,0.0,0.9982920787704059,0.05709560412939252,0.012370022367058309,0.9937727263203849,0.03647093429349053,0.10528836295388624,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9547626421841158,0.0,0,2,1677550526,671384096,gaze
2023/03/01/16:58:04.281234,1338.3610295223116,65.93117169749186,102.06500376143205,0.46408497922149505,0.5318278821756743,0.0,0.9966078505799163,0.07983590053042965,0.01997551373493997,0.994122178177383,0.011994901745720599,0.10759747760968244,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550527,307331085,gaze
2023/03/01/16:58:04.574800,1176.2568965594232,20.470718057436024,94.65430781256757,0.4837736707958479,0.5365096029069301,0.0,0.9985611474372561,0.04916388030685659,0.021413726951745177,0.9935927856931795,0.01720813124549521,0.11170164026327165,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550527,509975910,gaze
2023/03/01/16:58:04.678662,370.9922495854679,-23.272303924920024,1.277277843580455,0.5333984949440402,0.4518853840172401,0.0,0.9983703106643278,0.05382133584180361,0.018973312631624162,0.9943437194474504,-0.007100947521986874,0.10597237441758334,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9690136291443694,0.0,0,2,1677550527,742433071,gaze
