time,.gaze_point_3d.x,.gaze_point_3d.y,.gaze_point_3d.z,.norm_pos.x,.norm_pos.y,.norm_pos.z,.gaze_normals_3d_left.x,.gaze_normals_3d_left.y,.gaze_normals_3d_left.z,.gaze_normals_3d_right.x,.gaze_normals_3d_right.y,.gaze_normals_3d_right.z,.eye_centers_3d_left.x,.eye_centers_3d_left.y,.eye_centers_3d_left.z,.eye_centers_3d_right.x,.eye_centers_3d_right.y,.eye_centers_3d_right.z,.pupil_confidence,.calib_rotation,.label,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id
2023/03/01/16:59:47.822020,17877.708924582264,1647.0954294262099,631.0613958429515,0.43762161761767954,0.48682677044879574,0.0,0.9960031875821079,0.08931678747812638,-0.00040224478587896906,0.9916891591147635,0.11449561696808554,0.058680195887120284,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550630,758100032,gaze
2023/03/01/16:59:49.284965,528.6721184186697,7.960108227569776,28.859796474706677,0.48520972641167937,0.5081725954447289,0.0,0.9983035936005078,-0.018696377979745875,0.05513964503649382,0.9949069513333082,0.0507306949556653,0.08710083109809064,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9843994624411974,0.0,0,2,1677550632,266756057,gaze
2023/03/01/16:59:50.679717,13176.415248356996,-101.99148404505993,662.8513532379684,0.49933738836890795,0.5034749254876782,0.0,0.9995216429947797,-0.01074239079355347,0.029001486600770843,0.9972478515449856,-0.01270552338558574,0.07304308498693504,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550633,714673042,gaze
2023/03/01/16:59:50.889242,1682.5560371450385,-21.977437658450768,103.90286368768713,0.5026307471387759,0.516032399334287,0.0,0.9995572458189783,0.01082059994711089,0.02771690725105269,0.9967112876822695,-0.025105638995638634,0.07704749118156218,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550633,872538089,gaze
2023/03/01/16:59:51.281433,269.7716273046823,-0.77835990404499,-107.08378834809253,0.49622547504073616,0.039322625454272675,0.0,0.9991743215895192,0.029660386030187433,0.0277657446625226,0.996901723841644,0.021768300431915036,0.07558501238912793,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550634,274023056,gaze
2023/03/01/16:59:51.484133,460.81469342606215,14.08333364034934,-95.3072575187464,0.47594628780329806,0.22458257891801914,0.0,0.9391010277559559,-0.1659318492734796,-0.30092504226865324,0.940357831013695,0.06973968803853725,-0.33296174789832345,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9426756642123404,0.0,0,2,1677550634,473342895,gaze
2023/03/01/16:59:51.777200,2915.3327252748745,-182.9452053136235,-19.53303016465979,0.5334121288277471,0.4407266609659284,0.0,0.9983793627449348,-0.0521542623986304,0.022772372706258065,0.9973101361600456,-0.06726708454517374,-0.029114114261372365,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.99,0.0,0,2,1677550634,670298099,gaze
2023/03/01/16:59:53.498718,2791.543148070714,82.0143231899373,85.33109339369253,0.4763227268277482,0.48175915572567496,0.0,0.9997928141348036,-0.004648751526376123,0.019817111637574575,0.9987287796290076,0.026370914007806355,0.04295811489283627,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9887795549133809,0.0,0,2,1677550636,539988040,gaze
2023/03/01/16:59:53.679216,10195.276933487652,-8.197352028496523,397.0818965643807,0.49503814485803066,0.490992914410634,0.0,0.9998174280249187,0.00893127552880877,0.01689209682263601,0.9981155103727498,0.02969615166117199,0.05369885035884481,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9335531768396332,0.0,0,2,1677550636,750627994,gaze
2023/03/01/16:59:54.277892,74890.54144386984,-482.9843550887632,4492.12862277,0.4985351915832066,0.5140951217469985,0.0,0.9992465840355536,0.0006523004815756281,0.0388051388009317,0.9962679639646633,-0.006703581392567902,0.0860535064609072,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550637,270330905,gaze
2023/03/01/16:59:54.485986,411.41708489296485,-98.53913648195606,-3.2993534313648922,0.6394113433506219,0.4394760475620545,0.0,0.9800249185454745,-0.1928415605594103,-0.0486136971536547,0.9946153209180844,-0.012844767866093752,0.10283664392366082,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9663561027845354,0.0,0,2,1677550637,536956071,gaze
2023/03/01/16:59:54.689348,1086.1306211121043,22.06347958736202,102.14898058760565,0.4819875267087549,0.5513099570013339,0.0,0.9944465313131694,0.06420054680771747,0.0833929622258123,0.9961095371445162,-0.006515512246148575,0.08788252448529202,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.993116321391426,0.0,0,2,1677550637,717984914,gaze
2023/03/01/16:59:54.884064,1626.7933941770825,42.81142565784373,143.6977251108012,0.47827259019783097,0.5450699990680796,0.0,0.9954201885570209,0.053384942110942746,0.079301299919463,0.9968925074668205,0.01415008607354619,0.0774926036510995,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550637,905538082,gaze
2023/03/01/16:59:55.822887,272.4951054925318,21.091290012770678,-110.47208396950609,0.44990729141419095,0.03276416254337755,0.0,0.9376821491491727,-0.04764786783538748,-0.34421195193910725,0.9587996048838793,0.1321494984425848,-0.25147530243721766,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.934908484009122,0.0,0,2,1677550638,732846021,gaze
2023/03/01/16:59:56.679353,905.7988422569805,-46.558146469376666,75.14021612111978,0.526299041131507,0.5391260137222842,0.0,0.99939110261807,-0.015974197290194413,0.031020139083699882,0.9931110311552904,-0.06603342933695822,0.09679910127515062,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550639,687917947,gaze
2023/03/01/16:59:58.477111,5221.194130256912,-167.59871666220147,401.0207392929634,0.5143969484865273,0.5324788790231884,0.0,0.9990388101966449,-0.024440629188968936,0.03638834106853195,0.993366814826191,-0.03293809666189523,0.11017010933261068,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550641,461942911,gaze
2023/03/01/16:59:58.678735,318.0534527854488,16.516229644145984,-84.00075310284248,0.4633418649528189,0.16624023484184092,0.0,0.9707827869830458,-0.06176944289754749,-0.2318734922787786,0.9809602593987137,0.10518004081589272,-0.16326092151637417,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.99,0.0,0,2,1677550641,720989942,gaze
2023/03/01/16:59:59.592131,79.18098688257444,28.30725685601517,-17.60798461568463,0.2889387882978807,0.22092786991013236,0.0,0.5114127153698022,0.6976101807478672,-0.5017938523686936,0.9474696313208661,0.12393381642687007,-0.29485879140797755,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.8561333350773103,0.0,0,2,1677550642,513360977,gaze
2023/03/01/16:59:59.682820,32630.04049800191,-282.9802111342784,-621.9370666764455,0.499920233403681,0.42709548226508964,0.0,0.9983065523628795,-0.017718213044847678,-0.05540841484683645,0.9996188559113166,-0.017485052642612055,-0.021363891046240563,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.995,0.0,0,2,1677550642,685074090,gaze
2023/03/01/16:59:59.879230,497.0827961093468,-22.555247158683244,0.5932410603905112,0.522671928126227,0.449412054145519,0.0,0.7932351980227865,-0.6001056314544434,-0.10320441712647034,0.999702542794012,-0.017517997041710698,0.01696896316318383,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.871111442944839,0.0,0,2,1677550642,897927045,gaze
2023/03/01/17:00:00.285067,554.1250727952568,-253.66675699961274,-111.63652601723822,0.7505193153804219,0.2480084641582132,0.0,0.8899258452188783,-0.43700530375278956,-0.1306076357009694,0.9242397924014344,-0.3466737695429339,-0.15999407380476988,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.8942710414263647,0.0,0,2,1677550643,246846914,gaze
2023/03/01/17:00:00.486865,566.8409974513618,-233.89428919051448,-67.8932413153837,0.7312263284919688,0.32606450330022796,0.0,0.8683040381193533,-0.47471181849468935,-0.14386377850970683,0.9150914363883751,-0.36549306797912234,-0.17035985532944503,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9013743678922015,0.0,0,2,1677550643,467205047,gaze
2023/03/01/17:00:00.700681,680.4155751516721,-56.598833522192336,21.898819414218988,0.5459743908901256,0.48344028503393144,0.0,0.9995246230756027,-0.02810222942071159,-0.012680400906911499,0.9929599155858306,-0.11519012955236166,0.027601450930891475,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9305154652825528,0.0,0,2,1677550643,647052049,gaze
2023/03/01/17:00:01.280690,5536.112185281072,-16.988461875551636,365.5242229215248,0.4964402660089272,0.5207194512344018,0.0,0.9996917743178905,0.003407450467328106,0.024591576656662617,0.995413702834411,-0.006688432646980075,0.09542968656667408,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550644,321235895,gaze
2023/03/01/17:00:01.480862,1827.0488727865154,-34.47503977719407,132.87524785808455,0.5062192596612987,0.5280436689570049,0.0,0.9992913001757613,0.003049787987833598,0.03751794485663695,0.9951036006978206,-0.018427283311287262,0.09710437223935081,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550644,515542984,gaze
2023/03/01/17:00:03.012588,1692.8452529048923,21.681094952258608,117.48499716721517,0.4866101101546111,0.5244103664578763,0.0,0.9989218159461339,0.03125001101209108,0.034331362318185565,0.9945380163620049,-0.011839175478932096,0.10370134008154133,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550645,926601886,gaze
2023/03/01/17:00:03.486413,286.07021955738287,-54.80047721765467,39.08753559947894,0.6105090379129365,0.5949900676058848,0.0,0.9636909603274991,-0.24511294022594612,0.1059215724810309,0.9530229447709573,-0.28783537948876775,0.09432953437100086,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550646,476670980,gaze
2023/03/01/17:00:03.688359,1064.4890687494076,-91.35020449499999,116.7566520841578,0.5473281262362667,0.5679181939195566,0.0,0.9951211621862687,-0.04886979936138945,0.0857065649727469,0.9883090751684237,-0.10854836333649076,0.10706271412916815,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550646,706686973,gaze
2023/03/01/17:00:04.483306,3723.7036016941097,62.822263802581844,296.5336671278219,0.4841022694306421,0.5355964412577583,0.0,0.9986310452437726,-0.01061302710114688,0.05121912856619981,0.994676305644421,0.00964054471290833,0.10259681713973909,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550647,442811012,gaze
2023/03/01/17:00:04.683412,189732.49166570648,601.1483360713037,15095.60838502052,0.4925794494552358,0.5355296637672334,0.0,0.9983627980026164,0.0033681027353524504,0.057099732471797476,0.9942389804577771,0.025221811431360257,0.10417634072283768,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9969651573589013,0.0,0,2,1677550647,737858057,gaze
2023/03/01/17:00:04.890601,14232.569339013378,132.41387553143787,872.2363416476876,0.4887764356370495,0.5155210330839172,0.0,0.9990397036209446,0.008210679468460429,0.04303783604738315,0.9958304274035091,0.004097057501023314,0.09113162994909071,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550647,911880016,gaze
2023/03/01/17:00:05.549410,2130.3085807799207,-13.067083602080304,116.25836444026078,0.4983408825666157,0.5081608904160102,0.0,0.999724180082199,0.015054533411234923,0.018025670105294656,0.995904017099584,-0.01563608733789542,0.08905448611762015,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550648,481596946,gaze
2023/03/01/17:00:06.701475,5841.2073680916565,-730.8268278202701,228.72841357016063,0.5715808946753643,0.49091732797317467,0.0,0.9941752466497585,-0.10245906144438996,0.033432314858930084,0.9925547799570444,-0.11704614587575593,0.03369285562332677,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550649,698090076,gaze
2023/03/01/17:00:07.478907,2127.7108556567327,152.42672289136317,28.619569301130987,0.45019173110988,0.462885737559102,0.0,0.9954623399714299,0.08743714418463797,-0.037542982239567174,0.9970173855965379,0.06243448957493289,0.04536813121302649,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550650,493545055,gaze
2023/03/01/17:00:07.677317,1691.5102547301803,112.70544932432352,25.867224864992075,0.4532802777178399,0.4649153499918378,0.0,0.9953346176074817,0.09084765220813057,-0.032491584763425396,0.9973662379319691,0.05533058504890721,0.046894709633136994,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550650,636995077,gaze
2023/03/01/17:00:09.495638,47.45570068614518,-35.398815343621564,22.414731827889376,0.8463817833460296,0.8435892121792432,0.0,0.9849360282852442,0.1502291408269339,-0.08562841486381734,0.706569227878961,-0.48260256472663055,0.5175468005251381,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9253116371296987,0.0,0,2,1677550652,490345954,gaze
2023/03/01/17:00:09.714634,202.25213777998283,-20.984142994921868,61.40242330685457,0.5560765314782776,0.7678337350574558,0.0,0.9551017288710664,0.21977461953088906,0.1986952543911227,0.853152203052196,-0.26534097087572783,0.4491386062251954,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.99,0.0,0,2,1677550652,723959922,gaze
2023/03/01/17:00:09.917259,3664.8484672400855,-54.07897688913697,28.300204824498742,0.5036955164898465,0.4566078025090772,0.0,0.9904071528185264,0.13737214301074424,0.01491864506367585,0.97268994948015,-0.14760731895641901,0.17912660765726893,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9900614487518142,0.0,0,2,1677550652,952868938,gaze
2023/03/01/17:00:10.692997,1270.7828610851757,-78.13596278091748,81.6104860068942,0.5325593042506365,0.5186211933936131,0.0,0.999230289365714,-0.030420148277864413,0.02476778942223465,0.9887448659798035,-0.12475836277321731,0.0825768788265005,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.969746161031399,0.0,0,2,1677550653,517529010,gaze
2023/03/01/17:00:10.729968,761.8391351307256,-4.750181569024491,53.26715251384691,0.4984004050696288,0.5249824832033145,0.0,0.9994583105895735,0.03193348666387214,0.007958506324915599,0.9950917091989139,-0.03327137562474203,0.09319606133105357,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.995,0.0,0,2,1677550653,737423896,gaze
2023/03/01/17:00:10.880353,685.8646301385302,10.394568273537395,73.6110949470227,0.4851859173363159,0.5657474101410718,0.0,0.9969368653599835,0.07366579823407138,0.02627235537113748,0.9928349280063776,-0.014361499996881577,0.11862779205738683,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.8796904509158577,0.0,0,2,1677550653,913537025,gaze
2023/03/01/17:00:12.474174,209.56139776982081,-207.72424344842364,-84.34772146726124,0.9218037773492199,0.1398921386889691,0.0,0.8668862463487671,-0.48588299200147306,-0.11147176312879134,0.9039157019346604,-0.3707907456449982,-0.2131915259572866,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.8275876239037727,0.0,0,2,1677550655,500520944,gaze
2023/03/01/17:00:13.751355,1083.40729919482,-46.19569619206606,100.56936995959836,0.5208749794652847,0.5499164096044252,0.0,0.99874695679798,-0.007450525758517637,0.04948743227017746,0.9922551965378781,-0.06190516034099386,0.10769111414937182,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.99,0.0,0,2,1677550656,487571954,gaze
2023/03/01/17:00:14.927166,75.89074705297902,-20.54335285498076,28.626895562436545,0.6479104021088455,0.8275887067044769,0.0,0.8752382505632803,0.3168688694778224,0.36544784074717857,0.8164564785586973,-0.5764322213810547,0.03353673766534493,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9174623140832119,0.0,0,2,1677550657,735645055,gaze
2023/03/01/17:00:14.958922,3437.743662132206,-2429.648949172025,359.95091854502397,0.8554526306366353,0.5429786220976893,0.0,0.8121578368930171,-0.5776599005965478,0.08190657614649781,0.8217248800203967,-0.5656778991813438,0.06911393443615982,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9546985395555836,0.0,0,2,1677550657,960146903,gaze
2023/03/01/17:00:15.885041,583.5945669882229,51.44234447621139,21.742917194921944,0.44006847445248515,0.4889860178201445,0.0,0.9931077891831404,0.10868412225157839,0.0438711822746948,0.9914982593279561,0.062005515477514976,0.1143963189967247,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.8532130775977704,0.0,0,2,1677550658,647842884,gaze
2023/03/01/17:00:16.879280,623.5533554623801,-14.159230900639274,90.76256027277665,0.508494048299793,0.6069383288181647,0.0,0.9915917105092507,0.054823614391505335,0.1172188165542975,0.9900896901295242,-0.04732508105936361,0.1322223211184379,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9510094615767191,0.0,0,2,1677550659,959012031,gaze
2023/03/01/17:00:17.496861,733.0572244716252,-332.0724552211453,-183.81785921976171,0.746137920753727,0.2007400575252517,0.0,0.9913733281537297,-0.12989851730362215,-0.017472819684239166,0.9939259300832748,-0.052364165984189526,0.09679483265586739,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.995,0.0,0,2,1677550660,490624904,gaze
2023/03/01/17:00:17.682546,206.9204817603887,-91.27778281562831,-84.54641856307023,0.7313703643569671,0.05850968400269552,0.0,0.8562548897012702,-0.4725748894801216,-0.20856782516849715,0.9013271348215144,-0.2873284617550593,-0.3241168787642986,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9014402690687173,0.0,0,2,1677550660,707175016,gaze
2023/03/01/17:00:17.886761,300.87350274259734,-111.53707065016913,-110.47106811842215,0.7001207705698581,0.08648214332263437,0.0,0.8908957764672539,-0.41137608023611194,-0.1925472307834643,0.9020890026161541,-0.2645372222629163,-0.34096259237108817,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.8990222787746862,0.0,0,2,1677550660,896580934,gaze
2023/03/01/17:00:18.480943,3193.012855543114,-73.16964080979739,90.79402602481068,0.5087515554877978,0.47941802078403695,0.0,0.999822334742514,-0.017627822636669822,-0.0066752392555039786,0.9983832731182877,-0.029333085861604553,0.04868685686559199,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.99,0.0,0,2,1677550661,501455068,gaze
2023/03/01/17:00:20.682586,1316.816542567325,0.0628289598268097,45.21944715616979,0.4945099144908774,0.48592421825670096,0.0,0.9990922860733418,-0.04229535704814314,0.00507017562949047,0.9972377679945839,0.014985233252806346,0.07274803687756284,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550663,726244926,gaze
2023/03/01/17:00:20.924354,2298.5203175117636,100.25885815891559,66.23251738166555,0.4675053690652353,0.4798155734119144,0.0,0.9996758278242078,0.025180411288088178,0.003766450762661022,0.9971369819482604,0.037126781840104706,0.0658744358709191,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550663,895296096,gaze
2023/03/01/17:00:21.528464,172.77987544121896,17.11222104033999,-35.40088192564738,0.4344936236800102,0.2274635339069625,0.0,0.9995610126867713,-0.013903679263701299,0.02616237029644128,0.9968967754341794,-0.00983528674723641,0.07810304900280768,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550664,458537101,gaze
2023/03/01/17:00:21.717414,2237.3573553918286,-97.18970662494897,84.02252576397362,0.5214564143475052,0.48942503403241966,0.0,0.9997775363227067,-0.015169559409333865,-0.014654771640180364,0.9891302887388378,-0.04762798571700255,0.1391145099404257,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.7949999999999999,0.0,0,2,1677550664,674596071,gaze
2023/03/01/17:00:21.899187,23991.64968802116,-447.20088538980235,422.39265169819,0.5061033468129551,0.46749610368275085,0.0,0.9992619904155468,-0.032059803937576854,-0.0211575868719448,0.9970312580986624,-0.031302039217409636,0.07034808252560998,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550664,896756887,gaze
2023/03/01/17:00:22.291628,6408.296681841408,-260.0045900114503,361.9853268299682,0.51966261198543,0.5102154701270619,0.0,0.9980291774482709,-0.040904268302763905,0.04758783244216053,0.9972565658061183,-0.017459894404691208,0.07193395612618597,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550665,319236993,gaze
2023/03/01/17:00:22.708920,45004.96405949886,-517.3433443921697,2421.3142586474837,0.501663336494693,0.507310556254315,0.0,0.9992846708154461,-0.016082733783440717,0.03422707038757855,0.9971675639549784,-0.022095765537704336,0.07189316060236439,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.995,0.0,0,2,1677550665,531909942,gaze
2023/03/01/17:00:23.944999,4777.713779452884,10.228385489873498,178.10488885407972,0.4932118341323271,0.48915668058222295,0.0,0.9999213354949852,0.005435138227780169,0.011304074237639822,0.9982010672692491,-0.011973387646160447,0.05874748752761064,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550666,920607089,gaze
2023/03/01/17:00:24.622021,9060.507051895489,-177.10491599977155,294.7885476454886,0.5066617458894078,0.48393248646197007,0.0,0.999883488065872,-0.007112932344894962,0.013506164765849954,0.9986985771421226,-0.022671397858260466,0.04568544334306379,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9780235013419512,0.0,0,2,1677550667,487452030,gaze
2023/03/01/17:00:24.933379,2295.646690494101,-66.89258589679245,97.89856997367053,0.5126002707930113,0.49504080131670747,0.0,0.9997007609036213,-0.011807574993405033,0.021423580968082778,0.9978305626904856,-0.04400683226150592,0.048964955581484115,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550667,729480028,gaze
2023/03/01/17:00:25.001263,1640.4490789135257,-64.9368601937252,78.46990743728881,0.5190616066322385,0.5007241842166844,0.0,0.9996994017246538,-0.01537216118978476,0.0190998128714559,0.9974445418003103,-0.048321692662978914,0.05262508955768033,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550667,912975072,gaze
2023/03/01/17:00:25.611180,1119.2282909504124,-11.434126905490713,36.32546302656844,0.5008759177735105,0.48384924592164635,0.0,0.9998198744717123,0.012566780845736106,-0.014223031693171101,0.9982311448196606,-0.0315943562498587,0.050362467822642726,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550668,465711116,gaze
2023/03/01/17:00:25.747640,1076.8382751631723,-4.398713933502911,29.50483211709585,0.49707350317613885,0.47828498420400534,0.0,0.9988923671923141,0.044700773721177464,-0.014692841578918703,0.9979428872604481,-0.02491799515107012,0.05906849654369001,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9915004501069206,0.0,0,2,1677550668,703862905,gaze
2023/03/01/17:00:26.767463,2926.198743426392,-43.90611240011985,106.12860744536766,0.5038442790690457,0.4880419264602831,0.0,0.9997449412402237,-0.0182745232868691,0.013270051364602936,0.9975304634490545,-0.0385212454982688,0.058728937810729576,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550669,707236051,gaze
2023/03/01/17:00:27.516410,520.5131316595609,-234.73760148678934,-32.978234559460475,0.7509008862467637,0.38411060977362654,0.0,0.8653716300630825,-0.46984046584446637,-0.1743039831358385,0.9991231361152825,-0.016381136374860085,0.038530731244436095,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.995,0.0,0,2,1677550670,476330041,gaze
2023/03/01/17:00:28.289064,4024.8758897779144,-74.61047231135288,139.9713292796124,0.5060350561231458,0.4863987058208612,0.0,0.9999738542800003,-0.006597041087013464,0.002961385705620073,0.9984131362417896,-0.02360104352396932,0.05112924920643311,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550671,320956945,gaze
2023/03/01/17:00:28.774094,4603.290481132504,-45.98203493596668,214.36421486740915,0.5007319648037497,0.4993674709757785,0.0,0.9997751359263448,-0.00253586830495775,0.021053430965019326,0.9972787410555412,-0.0021045551244383356,0.07369317123318439,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550671,675210952,gaze
2023/03/01/17:00:29.682456,1254.0056651306516,-121.01174191913132,93.87119055171905,0.5540207871145104,0.5300399069747349,0.0,0.9978803933808645,-0.05334069047475523,0.037275880213990475,0.9933931497009951,-0.10166320986098684,0.05324135505316466,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9582881112101895,0.0,0,2,1677550672,652304887,gaze
2023/03/01/17:00:30.681209,3381.525277012948,-135.68263795942448,120.3581627853614,0.5194071602296113,0.4872740433078213,0.0,0.9988673327898975,-0.04446856232411327,0.01692921882493248,0.9977324994799431,-0.03395680444058303,0.058110196297118416,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9732359821449387,0.0,0,2,1677550673,713434934,gaze
2023/03/01/17:00:30.881092,3092.094906929149,-357.1915232687694,160.5065057144366,0.5657073347434007,0.5048905859636117,0.0,0.9953799356089661,-0.09269443543251994,0.02503048994600726,0.9970867183957479,-0.04813450161410484,0.059170480420227295,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.995,0.0,0,2,1677550673,886100053,gaze
2023/03/01/17:00:31.284281,1807.0326297521692,-192.60258774153226,73.14620555738236,0.5602945021056633,0.4924461792786923,0.0,0.9964531954357885,-0.08163539068229116,0.02041304225136742,0.9934456892110952,-0.10601109037723748,0.042747061944903436,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,0.9920413107218605,0.0,0,2,1677550674,263832092,gaze
2023/03/01/17:00:31.522729,1448.0277767649477,-187.24559581515388,82.56829555916181,0.5740638810589733,0.5103731841667882,0.0,0.9924856734774693,-0.11391389348628904,0.04467452084542736,0.9886690437382551,-0.14440434589142334,0.04099886390321755,-20.0,40.00000000000001,-14.999999999999996,-20.0,-20.000000000000004,-15.0,1.0,0.0,0,2,1677550674,509632110,gaze
