time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.status.status,.status.service,.latitude,.longitude,.altitude,.position_covariance,.position_covariance_type
2023/03/01/16:58:53.792045,122,1677550576,721220564,imu_link,0,0,35.8903763,127.1633772,66.116,"(0.33062500000000006, 0.0, 0.0, 0.0, 0.33062500000000006, 0.0, 0.0, 0.0, 0.6839290000000001)",2
2023/03/01/16:58:55.307699,123,1677550577,470710276,imu_link,0,0,35.890499999999996,127.16326249999999,66.29,"(0.33062500000000006, 0.0, 0.0, 0.0, 0.33062500000000006, 0.0, 0.0, 0.0, 0.6773290000000001)",2
2023/03/01/16:58:57.519285,124,1677550579,723852611,imu_link,0,0,35.8908698,127.1629167,66.798,"(0.332929, 0.0, 0.0, 0.0, 0.332929, 0.0, 0.0, 0.0, 0.670761)",2
2023/03/01/16:58:57.679142,125,1677550579,973231637,imu_link,0,0,35.890910999999996,127.1628782,66.855,"(0.332929, 0.0, 0.0, 0.0, 0.332929, 0.0, 0.0, 0.0, 0.670761)",2
2023/03/01/16:58:57.849595,126,1677550580,221149562,imu_link,0,0,35.890952399999996,127.16283969999999,66.908,"(0.332929, 0.0, 0.0, 0.0, 0.332929, 0.0, 0.0, 0.0, 0.670761)",2
2023/03/01/16:58:59.529714,127,1677550582,473054603,imu_link,0,0,35.891331799999996,127.162488,67.349,"(0.33062500000000006, 0.0, 0.0, 0.0, 0.33062500000000006, 0.0, 0.0, 0.0, 0.669124)",2
2023/03/01/16:58:59.713269,128,1677550582,723259208,imu_link,0,0,35.891374899999995,127.16244789999999,67.409,"(0.33062500000000006, 0.0, 0.0, 0.0, 0.33062500000000006, 0.0, 0.0, 0.0, 0.669124)",2
2023/03/01/16:58:59.913692,129,1677550582,970737559,imu_link,0,0,35.8914185,127.1624078,67.47,"(0.3294760000000001, 0.0, 0.0, 0.0, 0.3294760000000001, 0.0, 0.0, 0.0, 0.6674890000000001)",2
2023/03/01/16:59:00.518965,130,1677550583,476389828,imu_link,0,0,35.891506799999995,127.1623264,67.539,"(0.33062500000000006, 0.0, 0.0, 0.0, 0.33062500000000006, 0.0, 0.0, 0.0, 0.6674890000000001)",2
2023/03/01/16:59:00.719163,131,1677550583,723594636,imu_link,0,0,35.891551299999996,127.16228539999999,67.59100000000001,"(0.33062500000000006, 0.0, 0.0, 0.0, 0.33062500000000006, 0.0, 0.0, 0.0, 0.669124)",2
2023/03/01/16:59:01.709382,132,1677550584,723049162,imu_link,0,0,35.891731899999996,127.16211759999999,67.76,"(0.33062500000000006, 0.0, 0.0, 0.0, 0.33062500000000006, 0.0, 0.0, 0.0, 0.669124)",2
2023/03/01/16:59:01.926051,133,1677550584,973251008,imu_link,0,0,35.8917776,127.16207499999999,67.819,"(0.33062500000000006, 0.0, 0.0, 0.0, 0.33062500000000006, 0.0, 0.0, 0.0, 0.669124)",2
2023/03/01/16:59:02.709095,134,1677550585,723257613,imu_link,0,0,35.8919157,127.16194569999999,68.003,"(0.33062500000000006, 0.0, 0.0, 0.0, 0.33062500000000006, 0.0, 0.0, 0.0, 0.6674890000000001)",2
2023/03/01/16:59:03.380333,135,1677550586,223602478,imu_link,0,0,35.8920087,127.16185829999999,68.098,"(0.3294760000000001, 0.0, 0.0, 0.0, 0.3294760000000001, 0.0, 0.0, 0.0, 0.6658560000000001)",2
2023/03/01/16:59:03.541945,136,1677550586,473717599,imu_link,0,0,35.8920555,127.1618144,68.14,"(0.33062500000000006, 0.0, 0.0, 0.0, 0.33062500000000006, 0.0, 0.0, 0.0, 0.6674890000000001)",2
2023/03/01/16:59:04.355402,137,1677550587,220477598,imu_link,0,0,35.8921967,127.16168239999999,68.311,"(0.33062500000000006, 0.0, 0.0, 0.0, 0.33062500000000006, 0.0, 0.0, 0.0, 0.670761)",2
2023/03/01/16:59:04.763601,138,1677550587,720626609,imu_link,0,0,35.8922913,127.1615942,68.423,"(0.33062500000000006, 0.0, 0.0, 0.0, 0.33062500000000006, 0.0, 0.0, 0.0, 0.6756840000000001)",2
2023/03/01/16:59:05.565141,139,1677550588,475253954,imu_link,0,0,35.8924331,127.16146189999999,68.513,"(0.33756099999999994, 0.0, 0.0, 0.0, 0.33756099999999994, 0.0, 0.0, 0.0, 0.6872410000000001)",2
2023/03/01/16:59:05.752179,140,1677550588,718602068,imu_link,0,0,35.8924805,127.16141739999999,68.559,"(0.33872399999999997, 0.0, 0.0, 0.0, 0.33872399999999997, 0.0, 0.0, 0.0, 0.6905610000000001)",2
2023/03/01/16:59:07.148744,141,1677550589,718304160,imu_link,0,0,35.8926704,127.1612382,68.781,"(0.34456899999999996, 0.0, 0.0, 0.0, 0.34456899999999996, 0.0, 0.0, 0.0, 0.700569)",2
2023/03/01/16:59:08.646087,142,1677550591,470795716,imu_link,0,0,35.8930034,127.1609187,69.165,"(0.34809999999999997, 0.0, 0.0, 0.0, 0.34809999999999997, 0.0, 0.0, 0.0, 0.7039209999999999)",2
2023/03/01/16:59:08.838662,143,1677550591,720414426,imu_link,0,0,35.8930508,127.1608722,69.229,"(0.34809999999999997, 0.0, 0.0, 0.0, 0.34809999999999997, 0.0, 0.0, 0.0, 0.7039209999999999)",2
2023/03/01/16:59:09.882301,144,1677550592,723868629,imu_link,0,0,35.893239099999995,127.1606838,69.462,"(0.34809999999999997, 0.0, 0.0, 0.0, 0.34809999999999997, 0.0, 0.0, 0.0, 0.7039209999999999)",2
2023/03/01/16:59:11.206151,145,1677550593,968541342,imu_link,0,0,35.8934716,127.16044339999999,69.747,"(0.351649, 0.0, 0.0, 0.0, 0.351649, 0.0, 0.0, 0.0, 0.712336)",2
2023/03/01/16:59:11.676741,146,1677550594,473477142,imu_link,0,0,35.893563799999995,127.1603456,69.88,"(0.356409, 0.0, 0.0, 0.0, 0.356409, 0.0, 0.0, 0.0, 0.7208009999999999)",2
2023/03/01/16:59:11.916329,147,1677550594,716073833,imu_link,0,0,35.8936097,127.1602964,69.94500000000001,"(0.358801, 0.0, 0.0, 0.0, 0.358801, 0.0, 0.0, 0.0, 0.725904)",2
2023/03/01/16:59:12.748559,148,1677550595,470948794,imu_link,0,0,35.8937467,127.16014799999999,70.117,"(0.366025, 0.0, 0.0, 0.0, 0.366025, 0.0, 0.0, 0.0, 0.734449)",2
2023/03/01/16:59:12.991638,149,1677550595,720806185,imu_link,0,0,35.8937921,127.1600984,70.158,"(0.36844899999999997, 0.0, 0.0, 0.0, 0.36844899999999997, 0.0, 0.0, 0.0, 0.7395999999999999)",2
2023/03/01/16:59:14.887299,150,1677550597,723066016,imu_link,0,0,35.8941498,127.15969319999999,70.497,"(0.386884, 0.0, 0.0, 0.0, 0.386884, 0.0, 0.0, 0.0, 0.781456)",2
2023/03/01/16:59:15.694921,151,1677550598,468452656,imu_link,0,0,35.8942804,127.1595368,70.584,"(0.388129, 0.0, 0.0, 0.0, 0.388129, 0.0, 0.0, 0.0, 0.7921)",2
2023/03/01/16:59:15.881608,152,1677550598,718128652,imu_link,0,0,35.8943237,127.15948399999999,70.669,"(0.389376, 0.0, 0.0, 0.0, 0.389376, 0.0, 0.0, 0.0, 0.7938810000000001)",2
2023/03/01/16:59:16.695144,153,1677550599,471118789,imu_link,0,0,35.894453399999996,127.1593255,70.71600000000001,"(0.389376, 0.0, 0.0, 0.0, 0.389376, 0.0, 0.0, 0.0, 0.7992360000000001)",2
2023/03/01/16:59:17.867458,154,1677550600,717222183,imu_link,0,0,35.8946681,127.15905869999999,70.902,"(0.389376, 0.0, 0.0, 0.0, 0.389376, 0.0, 0.0, 0.0, 0.7974490000000001)",2
2023/03/01/16:59:18.616180,155,1677550601,471131213,imu_link,0,0,35.8947961,127.1588965,71.068,"(0.388129, 0.0, 0.0, 0.0, 0.388129, 0.0, 0.0, 0.0, 0.7938810000000001)",2
2023/03/01/16:59:18.818790,156,1677550601,722425352,imu_link,0,0,35.8948386,127.1588422,71.119,"(0.388129, 0.0, 0.0, 0.0, 0.388129, 0.0, 0.0, 0.0, 0.7921)",2
2023/03/01/16:59:19.014399,157,1677550601,970617406,imu_link,0,0,35.8948807,127.1587876,71.151,"(0.386884, 0.0, 0.0, 0.0, 0.386884, 0.0, 0.0, 0.0, 0.790321)",2
2023/03/01/16:59:19.612291,158,1677550602,467441776,imu_link,0,0,35.8949646,127.15867779999999,71.268,"(0.388129, 0.0, 0.0, 0.0, 0.388129, 0.0, 0.0, 0.0, 0.790321)",2
2023/03/01/16:59:19.916682,159,1677550602,718183447,imu_link,0,0,35.8950065,127.1586226,71.324,"(0.388129, 0.0, 0.0, 0.0, 0.388129, 0.0, 0.0, 0.0, 0.790321)",2
2023/03/01/16:59:21.780045,160,1677550604,720843830,imu_link,0,0,35.8953328,127.15817489999999,71.681,"(0.383161, 0.0, 0.0, 0.0, 0.383161, 0.0, 0.0, 0.0, 0.790321)",2
2023/03/01/16:59:21.986604,161,1677550604,970748603,imu_link,0,0,35.895372699999996,127.15811799999999,71.731,"(0.381924, 0.0, 0.0, 0.0, 0.381924, 0.0, 0.0, 0.0, 0.788544)",2
2023/03/01/16:59:22.754355,162,1677550605,470358496,imu_link,0,0,35.8954518,127.1580037,71.816,"(0.379456, 0.0, 0.0, 0.0, 0.379456, 0.0, 0.0, 0.0, 0.786769)",2
2023/03/01/16:59:22.906087,163,1677550605,723454244,imu_link,0,0,35.895491199999995,127.15794629999999,71.85000000000001,"(0.379456, 0.0, 0.0, 0.0, 0.379456, 0.0, 0.0, 0.0, 0.786769)",2
2023/03/01/16:59:22.980489,164,1677550605,973094726,imu_link,0,0,35.8955306,127.157889,71.887,"(0.379456, 0.0, 0.0, 0.0, 0.379456, 0.0, 0.0, 0.0, 0.788544)",2
2023/03/01/16:59:23.326934,165,1677550606,222962006,imu_link,0,0,35.8955699,127.1578315,71.92,"(0.378225, 0.0, 0.0, 0.0, 0.378225, 0.0, 0.0, 0.0, 0.786769)",2
2023/03/01/16:59:23.538251,166,1677550606,468241678,imu_link,0,0,35.8956091,127.1577739,71.96000000000001,"(0.378225, 0.0, 0.0, 0.0, 0.378225, 0.0, 0.0, 0.0, 0.7832250000000001)",2
2023/03/01/16:59:23.768347,167,1677550606,720614626,imu_link,0,0,35.8956482,127.1577162,72.015,"(0.376996, 0.0, 0.0, 0.0, 0.376996, 0.0, 0.0, 0.0, 0.779689)",2
2023/03/01/16:59:24.764334,168,1677550607,714790044,imu_link,0,0,35.8958033,127.15748389999999,72.19800000000001,"(0.374544, 0.0, 0.0, 0.0, 0.374544, 0.0, 0.0, 0.0, 0.772641)",2
2023/03/01/16:59:25.662732,169,1677550608,220181333,imu_link,0,0,35.8958799,127.1573667,72.244,"(0.37088099999999996, 0.0, 0.0, 0.0, 0.37088099999999996, 0.0, 0.0, 0.0, 0.770884)",2
2023/03/01/16:59:25.957258,170,1677550608,970541474,imu_link,0,0,35.895993,127.15718919999999,72.365,"(0.369664, 0.0, 0.0, 0.0, 0.369664, 0.0, 0.0, 0.0, 0.7744)",2
2023/03/01/16:59:26.549160,171,1677550609,470163756,imu_link,0,0,35.8960673,127.1570701,72.461,"(0.369664, 0.0, 0.0, 0.0, 0.369664, 0.0, 0.0, 0.0, 0.7779240000000001)",2
2023/03/01/16:59:26.782325,172,1677550609,720791264,imu_link,0,0,35.896104,127.15701059999999,72.546,"(0.369664, 0.0, 0.0, 0.0, 0.369664, 0.0, 0.0, 0.0, 0.779689)",2
2023/03/01/16:59:27.035356,173,1677550609,970049495,imu_link,0,0,35.8961405,127.15695099999999,72.69,"(0.36844899999999997, 0.0, 0.0, 0.0, 0.36844899999999997, 0.0, 0.0, 0.0, 0.779689)",2
2023/03/01/16:59:27.740287,174,1677550610,720459168,imu_link,0,0,35.896248299999996,127.1567719,72.846,"(0.367236, 0.0, 0.0, 0.0, 0.367236, 0.0, 0.0, 0.0, 0.779689)",2
2023/03/01/16:59:28.531760,175,1677550611,470922628,imu_link,0,0,35.8963542,127.1565931,72.978,"(0.36240399999999995, 0.0, 0.0, 0.0, 0.36240399999999995, 0.0, 0.0, 0.0, 0.779689)",2
2023/03/01/16:59:28.742800,176,1677550611,719916886,imu_link,0,0,35.8963892,127.1565335,73.021,"(0.361201, 0.0, 0.0, 0.0, 0.361201, 0.0, 0.0, 0.0, 0.7779240000000001)",2
2023/03/01/16:59:29.863798,177,1677550612,720873080,imu_link,0,0,35.8965263,127.1562929,73.227,"(0.355216, 0.0, 0.0, 0.0, 0.355216, 0.0, 0.0, 0.0, 0.772641)",2
2023/03/01/16:59:30.511454,178,1677550613,470701904,imu_link,0,0,35.8966251,127.1561079,73.306,"(0.35046399999999994, 0.0, 0.0, 0.0, 0.35046399999999994, 0.0, 0.0, 0.0, 0.767376)",2
2023/03/01/16:59:30.707121,179,1677550613,719943034,imu_link,0,0,35.8966572,127.15604529999999,73.32000000000001,"(0.34928099999999995, 0.0, 0.0, 0.0, 0.34928099999999995, 0.0, 0.0, 0.0, 0.767376)",2
2023/03/01/16:59:30.910985,180,1677550613,972184558,imu_link,0,0,35.8966889,127.1559825,73.322,"(0.34928099999999995, 0.0, 0.0, 0.0, 0.34928099999999995, 0.0, 0.0, 0.0, 0.767376)",2
2023/03/01/16:59:31.602287,181,1677550614,473157643,imu_link,0,0,35.8967518,127.1558563,73.425,"(0.346921, 0.0, 0.0, 0.0, 0.346921, 0.0, 0.0, 0.0, 0.767376)",2
2023/03/01/16:59:31.690870,182,1677550614,720471256,imu_link,0,0,35.8967829,127.1557931,73.443,"(0.34574399999999994, 0.0, 0.0, 0.0, 0.34574399999999994, 0.0, 0.0, 0.0, 0.767376)",2
2023/03/01/16:59:32.886342,183,1677550615,970230815,imu_link,0,0,35.8969392,127.1554764,73.47500000000001,"(0.34105599999999997, 0.0, 0.0, 0.0, 0.34105599999999997, 0.0, 0.0, 0.0, 0.769129)",2
2023/03/01/16:59:33.693057,184,1677550616,720450598,imu_link,0,0,35.8970334,127.15528579999999,73.473,"(0.33988899999999994, 0.0, 0.0, 0.0, 0.33988899999999994, 0.0, 0.0, 0.0, 0.769129)",2
2023/03/01/16:59:33.900983,185,1677550616,970682839,imu_link,0,0,35.897064799999995,127.15522209999999,73.464,"(0.33988899999999994, 0.0, 0.0, 0.0, 0.33988899999999994, 0.0, 0.0, 0.0, 0.769129)",2
2023/03/01/16:59:34.688947,186,1677550617,722747462,imu_link,0,0,35.8971595,127.15503059999999,73.351,"(0.33988899999999994, 0.0, 0.0, 0.0, 0.33988899999999994, 0.0, 0.0, 0.0, 0.770884)",2
2023/03/01/16:59:34.885959,187,1677550617,970070761,imu_link,0,0,35.8971908,127.1549666,73.31700000000001,"(0.33872399999999997, 0.0, 0.0, 0.0, 0.33872399999999997, 0.0, 0.0, 0.0, 0.770884)",2
2023/03/01/16:59:35.346629,188,1677550618,220133413,imu_link,0,0,35.8972221,127.1549026,73.27,"(0.33872399999999997, 0.0, 0.0, 0.0, 0.33872399999999997, 0.0, 0.0, 0.0, 0.770884)",2
2023/03/01/16:59:35.499214,189,1677550618,472598718,imu_link,0,0,35.8972531,127.15483839999999,73.233,"(0.33872399999999997, 0.0, 0.0, 0.0, 0.33872399999999997, 0.0, 0.0, 0.0, 0.769129)",2
2023/03/01/16:59:37.798057,190,1677550620,717623568,imu_link,0,0,35.8975241,127.1542557,72.83,"(0.332929, 0.0, 0.0, 0.0, 0.332929, 0.0, 0.0, 0.0, 0.765625)",2
2023/03/01/16:59:37.887918,191,1677550620,972995258,imu_link,0,0,35.897553099999996,127.15419019999999,72.761,"(0.332929, 0.0, 0.0, 0.0, 0.332929, 0.0, 0.0, 0.0, 0.765625)",2
2023/03/01/16:59:38.285214,192,1677550621,220457810,imu_link,0,0,35.8975821,127.15412459999999,72.71000000000001,"(0.332929, 0.0, 0.0, 0.0, 0.332929, 0.0, 0.0, 0.0, 0.765625)",2
2023/03/01/16:59:38.525156,193,1677550621,470421234,imu_link,0,0,35.897610799999995,127.15405879999999,72.643,"(0.33177600000000007, 0.0, 0.0, 0.0, 0.33177600000000007, 0.0, 0.0, 0.0, 0.767376)",2
2023/03/01/16:59:38.686706,194,1677550621,722043687,imu_link,0,0,35.8976393,127.1539926,72.556,"(0.332929, 0.0, 0.0, 0.0, 0.332929, 0.0, 0.0, 0.0, 0.769129)",2
2023/03/01/16:59:39.891212,195,1677550622,969928223,imu_link,0,0,35.8977802,127.15366019999999,72.09100000000001,"(0.33524099999999996, 0.0, 0.0, 0.0, 0.33524099999999996, 0.0, 0.0, 0.0, 0.7832250000000001)",2
2023/03/01/16:59:40.490069,196,1677550623,472926940,imu_link,0,0,35.897835799999996,127.15352569999999,71.904,"(0.33756099999999994, 0.0, 0.0, 0.0, 0.33756099999999994, 0.0, 0.0, 0.0, 0.795664)",2
2023/03/01/16:59:40.700860,197,1677550623,722399548,imu_link,0,0,35.897863099999995,127.15345839999999,71.801,"(0.33872399999999997, 0.0, 0.0, 0.0, 0.33872399999999997, 0.0, 0.0, 0.0, 0.8028160000000001)",2
2023/03/01/16:59:40.885107,198,1677550623,972676730,imu_link,0,0,35.8978904,127.15339119999999,71.708,"(0.33872399999999997, 0.0, 0.0, 0.0, 0.33872399999999997, 0.0, 0.0, 0.0, 0.806404)",2
2023/03/01/16:59:41.500788,199,1677550624,473816704,imu_link,0,0,35.897943999999995,127.153256,71.507,"(0.33988899999999994, 0.0, 0.0, 0.0, 0.33988899999999994, 0.0, 0.0, 0.0, 0.811801)",2
2023/03/01/16:59:42.689160,200,1677550625,723021320,imu_link,0,0,35.898075399999996,127.1529145,70.91,"(0.34105599999999997, 0.0, 0.0, 0.0, 0.34105599999999997, 0.0, 0.0, 0.0, 0.8244640000000001)",2
2023/03/01/16:59:43.894791,201,1677550626,969733648,imu_link,0,0,35.8982035,127.152571,70.29,"(0.34105599999999997, 0.0, 0.0, 0.0, 0.34105599999999997, 0.0, 0.0, 0.0, 0.831744)",2
2023/03/01/16:59:44.489883,202,1677550627,475422761,imu_link,0,0,35.8982542,127.1524331,70.01,"(0.34222499999999995, 0.0, 0.0, 0.0, 0.34222499999999995, 0.0, 0.0, 0.0, 0.8335690000000001)",2
2023/03/01/16:59:44.689954,203,1677550627,720035353,imu_link,0,0,35.8982795,127.1523641,69.855,"(0.34222499999999995, 0.0, 0.0, 0.0, 0.34222499999999995, 0.0, 0.0, 0.0, 0.831744)",2
2023/03/01/16:59:46.773224,204,1677550629,719716851,imu_link,0,0,35.898480299999996,127.1518112,68.561,"(0.34574399999999994, 0.0, 0.0, 0.0, 0.34574399999999994, 0.0, 0.0, 0.0, 0.8408890000000001)",2
2023/03/01/16:59:46.890114,205,1677550629,970157813,imu_link,0,0,35.8985053,127.15174189999999,68.376,"(0.346921, 0.0, 0.0, 0.0, 0.346921, 0.0, 0.0, 0.0, 0.8445610000000001)",2
2023/03/01/16:59:47.505414,206,1677550630,472422157,imu_link,0,0,35.8985552,127.15160359999999,68.08500000000001,"(0.34809999999999997, 0.0, 0.0, 0.0, 0.34809999999999997, 0.0, 0.0, 0.0, 0.8537760000000001)",2
2023/03/01/16:59:47.831750,207,1677550630,719997017,imu_link,0,0,35.898579999999995,127.1515345,67.927,"(0.34928099999999995, 0.0, 0.0, 0.0, 0.34928099999999995, 0.0, 0.0, 0.0, 0.8574760000000001)",2
2023/03/01/16:59:49.293649,208,1677550632,216209778,imu_link,0,0,35.898725899999995,127.15112149999999,67.116,"(0.413449, 0.0, 0.0, 0.0, 0.413449, 0.0, 0.0, 0.0, 0.937024)",2
2023/03/01/16:59:50.691030,209,1677550633,712459404,imu_link,0,0,35.8988733,127.1507079,66.236,"(0.44488900000000003, 0.0, 0.0, 0.0, 0.44488900000000003, 0.0, 0.0, 0.0, 0.994009)",2
2023/03/01/16:59:50.902945,210,1677550633,970295677,imu_link,0,0,35.8988982,127.1506393,66.072,"(0.44488900000000003, 0.0, 0.0, 0.0, 0.44488900000000003, 0.0, 0.0, 0.0, 0.996004)",2
2023/03/01/16:59:51.292792,211,1677550634,222186098,imu_link,0,0,35.8989231,127.1505705,65.888,"(0.44622400000000007, 0.0, 0.0, 0.0, 0.44622400000000007, 0.0, 0.0, 0.0, 1.0)",2
2023/03/01/16:59:51.493798,212,1677550634,470395568,imu_link,0,0,35.8989476,127.15050169999999,65.733,"(0.44488900000000003, 0.0, 0.0, 0.0, 0.44488900000000003, 0.0, 0.0, 0.0, 1.0)",2
2023/03/01/16:59:51.784181,213,1677550634,720512404,imu_link,0,0,35.898972,127.1504329,65.574,"(0.44488900000000003, 0.0, 0.0, 0.0, 0.44488900000000003, 0.0, 0.0, 0.0, 1.0)",2
2023/03/01/16:59:53.510104,214,1677550636,470529749,imu_link,0,0,35.8991414,127.14995449999999,64.682,"(0.43956900000000004, 0.0, 0.0, 0.0, 0.43956900000000004, 0.0, 0.0, 0.0, 0.994009)",2
2023/03/01/16:59:53.688085,215,1677550636,719891574,imu_link,0,0,35.899165499999995,127.1498867,64.537,"(0.43956900000000004, 0.0, 0.0, 0.0, 0.43956900000000004, 0.0, 0.0, 0.0, 0.992016)",2
2023/03/01/16:59:54.285708,216,1677550637,219984218,imu_link,0,0,35.8992135,127.1497519,64.215,"(0.438244, 0.0, 0.0, 0.0, 0.438244, 0.0, 0.0, 0.0, 0.994009)",2
2023/03/01/16:59:54.495914,217,1677550637,469354939,imu_link,0,0,35.8992374,127.1496846,64.062,"(0.438244, 0.0, 0.0, 0.0, 0.438244, 0.0, 0.0, 0.0, 0.994009)",2
2023/03/01/16:59:54.698529,218,1677550637,722275959,imu_link,0,0,35.8992612,127.14961749999999,63.886,"(0.438244, 0.0, 0.0, 0.0, 0.438244, 0.0, 0.0, 0.0, 0.996004)",2
2023/03/01/16:59:54.893694,219,1677550637,972960228,imu_link,0,0,35.8992849,127.14955069999999,63.737,"(0.438244, 0.0, 0.0, 0.0, 0.438244, 0.0, 0.0, 0.0, 1.0)",2
2023/03/01/16:59:55.832026,220,1677550638,722726007,imu_link,0,0,35.8993563,127.1493517,63.252,"(0.44089600000000007, 0.0, 0.0, 0.0, 0.44089600000000007, 0.0, 0.0, 0.0, 1.0100250000000002)",2
2023/03/01/16:59:56.688078,221,1677550639,723129778,imu_link,0,0,35.8994516,127.1490884,62.679,"(0.44488900000000003, 0.0, 0.0, 0.0, 0.44488900000000003, 0.0, 0.0, 0.0, 1.0261690000000003)",2
2023/03/01/16:59:58.486581,222,1677550641,470433404,imu_link,0,0,35.899615499999996,127.14863439999999,61.662,"(0.44622400000000007, 0.0, 0.0, 0.0, 0.44622400000000007, 0.0, 0.0, 0.0, 1.0424410000000002)",2
2023/03/01/16:59:58.690538,223,1677550641,724854018,imu_link,0,0,35.8996385,127.14857029999999,61.498000000000005,"(0.44622400000000007, 0.0, 0.0, 0.0, 0.44622400000000007, 0.0, 0.0, 0.0, 1.0404)",2
2023/03/01/16:59:59.601887,224,1677550642,471647315,imu_link,0,0,35.8997075,127.1483789,61.021,"(0.44089600000000007, 0.0, 0.0, 0.0, 0.44089600000000007, 0.0, 0.0, 0.0, 1.0383610000000003)",2
2023/03/01/16:59:59.691645,225,1677550642,721873044,imu_link,0,0,35.8997303,127.14831559999999,60.857,"(0.438244, 0.0, 0.0, 0.0, 0.438244, 0.0, 0.0, 0.0, 1.036324)",2
2023/03/01/16:59:59.887222,226,1677550642,970678844,imu_link,0,0,35.899753,127.1482527,60.7,"(0.43692100000000006, 0.0, 0.0, 0.0, 0.43692100000000006, 0.0, 0.0, 0.0, 1.032256)",2
2023/03/01/17:00:00.294479,227,1677550643,220444397,imu_link,0,0,35.8997757,127.1481898,60.569,"(0.43428100000000003, 0.0, 0.0, 0.0, 0.43428100000000003, 0.0, 0.0, 0.0, 1.0302250000000002)",2
2023/03/01/17:00:00.496026,228,1677550643,471855840,imu_link,0,0,35.8997983,127.14812719999999,60.411,"(0.432964, 0.0, 0.0, 0.0, 0.432964, 0.0, 0.0, 0.0, 1.0261690000000003)",2
2023/03/01/17:00:00.707916,229,1677550643,725937212,imu_link,0,0,35.8998208,127.1480648,60.278,"(0.43033600000000005, 0.0, 0.0, 0.0, 0.43033600000000005, 0.0, 0.0, 0.0, 1.024144)",2
2023/03/01/17:00:01.289850,230,1677550644,222203122,imu_link,0,0,35.8998656,127.1479404,59.973,"(0.42771600000000004, 0.0, 0.0, 0.0, 0.42771600000000004, 0.0, 0.0, 0.0, 1.0221210000000003)",2
2023/03/01/17:00:01.491908,231,1677550644,470448399,imu_link,0,0,35.8998878,127.14787869999999,59.847,"(0.42771600000000004, 0.0, 0.0, 0.0, 0.42771600000000004, 0.0, 0.0, 0.0, 1.0201)",2
2023/03/01/17:00:03.020660,232,1677550645,972563680,imu_link,0,0,35.9000201,127.14750959999999,58.981,"(0.42250000000000004, 0.0, 0.0, 0.0, 0.42250000000000004, 0.0, 0.0, 0.0, 1.012036)",2
2023/03/01/17:00:03.498610,233,1677550646,472728343,imu_link,0,0,35.9000639,127.14738679999999,58.738,"(0.42120100000000005, 0.0, 0.0, 0.0, 0.42120100000000005, 0.0, 0.0, 0.0, 1.008016)",2
2023/03/01/17:00:03.698718,234,1677550646,715155023,imu_link,0,0,35.9000859,127.1473252,58.621,"(0.419904, 0.0, 0.0, 0.0, 0.419904, 0.0, 0.0, 0.0, 1.004004)",2
2023/03/01/17:00:04.492042,235,1677550647,470129810,imu_link,0,0,35.900152,127.14713979999999,58.218,"(0.41216400000000003, 0.0, 0.0, 0.0, 0.41216400000000003, 0.0, 0.0, 0.0, 0.996004)",2
2023/03/01/17:00:04.689358,236,1677550647,723257999,imu_link,0,0,35.9001741,127.1470777,58.126,"(0.4096, 0.0, 0.0, 0.0, 0.4096, 0.0, 0.0, 0.0, 0.992016)",2
2023/03/01/17:00:04.899796,237,1677550647,970120902,imu_link,0,0,35.9001964,127.14701559999999,58.035000000000004,"(0.407044, 0.0, 0.0, 0.0, 0.407044, 0.0, 0.0, 0.0, 0.990025)",2
2023/03/01/17:00:05.558105,238,1677550648,470272380,imu_link,0,0,35.9002407,127.1468912,57.884,"(0.403225, 0.0, 0.0, 0.0, 0.403225, 0.0, 0.0, 0.0, 0.9840639999999999)",2
2023/03/01/17:00:06.710621,239,1677550649,720048007,imu_link,0,0,35.9003525,127.1465779,57.45,"(0.393129, 0.0, 0.0, 0.0, 0.393129, 0.0, 0.0, 0.0, 0.972196)",2
2023/03/01/17:00:07.489066,240,1677550650,469625319,imu_link,0,0,35.9004197,127.1463881,57.259,"(0.390625, 0.0, 0.0, 0.0, 0.390625, 0.0, 0.0, 0.0, 0.966289)",2
2023/03/01/17:00:07.685051,241,1677550650,719799317,imu_link,0,0,35.9004422,127.14632449999999,57.198,"(0.388129, 0.0, 0.0, 0.0, 0.388129, 0.0, 0.0, 0.0, 0.964324)",2
2023/03/01/17:00:09.505187,242,1677550652,469804555,imu_link,0,0,35.9006031,127.14587759999999,56.887,"(0.376996, 0.0, 0.0, 0.0, 0.376996, 0.0, 0.0, 0.0, 0.954529)",2
2023/03/01/17:00:09.725310,243,1677550652,719878437,imu_link,0,0,35.9006262,127.1458138,56.858000000000004,"(0.37576899999999996, 0.0, 0.0, 0.0, 0.37576899999999996, 0.0, 0.0, 0.0, 0.952576)",2
2023/03/01/17:00:09.927659,244,1677550652,969764516,imu_link,0,0,35.9006492,127.14574999999999,56.811,"(0.37332099999999996, 0.0, 0.0, 0.0, 0.37332099999999996, 0.0, 0.0, 0.0, 0.9467289999999999)",2
2023/03/01/17:00:10.703337,245,1677550653,470314704,imu_link,0,0,35.9006952,127.14562269999999,56.742000000000004,"(0.369664, 0.0, 0.0, 0.0, 0.369664, 0.0, 0.0, 0.0, 0.9428409999999999)",2
